Owner;Name;Type;Static;Final;Array;Access;Note
java.net.URI;userInfo;String;FALSE;FALSE;FALSE;private;
java.lang.ClassLoader;nameAndId;String;FALSE;TRUE;FALSE;private;
sun.launcher.LauncherHelper;diagprop;String;TRUE;TRUE;FALSE;private;immutable type
jdk.internal.util.StaticProperty;USER_DIR;String;TRUE;TRUE;FALSE;private;immutable type
java.net.URI;schemeSpecificPart;String;FALSE;FALSE;FALSE;private;
jdk.internal.module.ModuleHashes;algorithm;String;FALSE;TRUE;FALSE;private;
java.lang.reflect.Constructor;signature;String;FALSE;FALSE;FALSE;private;
java.lang.Character;name;String;FALSE;FALSE;FALSE;private;
sun.launcher.LauncherHelper;INDENT;String;TRUE;TRUE;FALSE;private;immutable type
java.net.URL;BUILTIN_HANDLERS_PREFIX;String;TRUE;TRUE;FALSE;package;immutable type
jdk.internal.loader.URLClassPath;JAVA_VERSION;String;TRUE;TRUE;FALSE;private;immutable type
sun.security.action.GetPropertyAction;defaultVal;String;FALSE;FALSE;FALSE;private;
java.lang.Enum;name;String;FALSE;TRUE;FALSE;private;
sun.nio.cs.StandardCharsets;aliases_SJIS;String[];TRUE;FALSE;TRUE;package;returned only as an UnmodifiableSet
java.nio.charset.CharsetEncoder;stateNames;String[];TRUE;FALSE;TRUE;private;never returned
java.nio.charset.CharsetDecoder;stateNames;String[];TRUE;FALSE;TRUE;private;never returned
java.util.Locale;isoLanguages;String[];TRUE;FALSE;TRUE;private;never returned
java.nio.charset.Charset;aliases;String[];FALSE;TRUE;TRUE;private;
java.lang.ClassLoader;usr_paths;String[];TRUE;FALSE;TRUE;private;never returned
java.nio.charset.Charset;zeroAliases;String[];TRUE;TRUE;TRUE;private;zero sized final array
java.lang.SecurityManager;packageAccess;String[];TRUE;FALSE;TRUE;private;never returned
sun.nio.cs.StandardCharsets;aliases_MS932;String[];TRUE;FALSE;TRUE;package;returned only as an UnmodifiableSet
java.lang.ClassLoader;sys_paths;String[];TRUE;FALSE;TRUE;private;never returned
java.util.Locale;isoCountries;String[];TRUE;FALSE;TRUE;private;never returned
java.lang.SecurityManager;packageDefinition;String[];TRUE;FALSE;TRUE;private;never returned
sun.launcher.LauncherHelper;outBuf;StringBuilder;TRUE;FALSE;FALSE;private;
java.security.UnresolvedPermission;debug;sun.security.util.Debug;TRUE;TRUE;FALSE;private;
jdk.internal.module.ModuleReferenceImpl;readerSupplier;Supplier<ModuleReader>;FALSE;TRUE;FALSE;private;
sun.nio.cs.SingleByte;sgp;Surrogate.Parser;FALSE;FALSE;FALSE;private;
java.util.concurrent.locks.ReentrantLock;sync;Sync;FALSE;TRUE;FALSE;private;
java.util.Optional;value;T;FALSE;TRUE;FALSE;private;
java.lang.ref.Reference;referent;T;FALSE;FALSE;FALSE;private;
java.lang.Class;enumConstants;T[];FALSE;FALSE;TRUE;private;
java.util.concurrent.locks.AbstractOwnableSynchronizer;exclusiveOwnerThread;Thread;FALSE;FALSE;FALSE;private;
java.lang.ThreadGroup;threads;Thread[];FALSE;FALSE;TRUE;package;
jdk.internal.misc.InnocuousThread;INNOCUOUSTHREADGROUP;ThreadGroup;TRUE;TRUE;FALSE;private;
java.lang.SecurityManager;rootGroup;ThreadGroup;TRUE;FALSE;FALSE;private;
java.lang.ThreadGroup;parent;ThreadGroup;FALSE;TRUE;FALSE;private;
java.lang.Thread;group;ThreadGroup;FALSE;FALSE;FALSE;private;
java.lang.ThreadGroup;groups;ThreadGroup[];FALSE;FALSE;TRUE;package;
java.lang.Thread;inheritableThreadLocals;ThreadLocal.ThreadLocalMap;FALSE;FALSE;FALSE;package;
java.lang.Thread;threadLocals;ThreadLocal.ThreadLocalMap;FALSE;FALSE;FALSE;package;
jdk.internal.misc.TerminatingThreadLocal;REGISTRY;ThreadLocal<Collection<TerminatingThreadLocal<?>>>;TRUE;TRUE;FALSE;public;should be emptied every time a thread is assigned to a new tenant
java.net.URL;gate;ThreadLocal<Object>;TRUE;FALSE;FALSE;private;
java.nio.charset.Charset;gate;ThreadLocal<ThreadLocal<?>>;TRUE;FALSE;FALSE;private;
java.lang.ClassNotFoundException;ex;Throwable;FALSE;FALSE;FALSE;private;
java.lang.Throwable;cause;Throwable;FALSE;FALSE;FALSE;private;
java.lang.Throwable;EMPTY_THROWABLE_ARRAY;Throwable[];TRUE;TRUE;TRUE;private;zero sized final array
java.lang.reflect.Parameter;parameterTypeCache;Type;FALSE;FALSE;FALSE;private;
java.lang.invoke.VarHandle;typesAndInvokers;TypesAndInvokers;FALSE;FALSE;FALSE;package;
java.lang.Thread;uncaughtExceptionHandler;UncaughtExceptionHandler;FALSE;FALSE;FALSE;private;
java.lang.Thread;defaultUncaughtExceptionHandler;UncaughtExceptionHandler;TRUE;FALSE;FALSE;private;
java.lang.Character;ALPHABETIC_PRESENTATION_FORMS;UnicodeBlock;TRUE;TRUE;FALSE;public;immutable type
java.lang.Character;CYRILLIC_EXTENDED_C;UnicodeBlock;TRUE;TRUE;FALSE;public;immutable type
java.lang.Character;CYRILLIC_EXTENDED_A;UnicodeBlock;TRUE;TRUE;FALSE;public;immutable type
java.lang.Character;GLAGOLITIC_SUPPLEMENT;UnicodeBlock;TRUE;TRUE;FALSE;public;immutable type
java.lang.Character;MYANMAR_EXTENDED_A;UnicodeBlock;TRUE;TRUE;FALSE;public;immutable type
java.lang.Character;CHAM;UnicodeBlock;TRUE;TRUE;FALSE;public;immutable type
java.lang.Character;SINHALA_ARCHAIC_NUMBERS;UnicodeBlock;TRUE;TRUE;FALSE;public;immutable type
java.lang.Character;MAHJONG_TILES;UnicodeBlock;TRUE;TRUE;FALSE;public;immutable type
java.lang.Character;LATIN_EXTENDED_ADDITIONAL;UnicodeBlock;TRUE;TRUE;FALSE;public;immutable type
java.lang.Character;CJK_COMPATIBILITY_FORMS;UnicodeBlock;TRUE;TRUE;FALSE;public;immutable type
java.lang.Character;MUSICAL_SYMBOLS;UnicodeBlock;TRUE;TRUE;FALSE;public;immutable type
java.lang.Character;OLD_ITALIC;UnicodeBlock;TRUE;TRUE;FALSE;public;immutable type
java.lang.Character;IMPERIAL_ARAMAIC;UnicodeBlock;TRUE;TRUE;FALSE;public;immutable type
java.lang.Character;HANGUL_COMPATIBILITY_JAMO;UnicodeBlock;TRUE;TRUE;FALSE;public;immutable type
java.lang.Character;DUPLOYAN;UnicodeBlock;TRUE;TRUE;FALSE;public;immutable type
java.lang.Character;LATIN_1_SUPPLEMENT;UnicodeBlock;TRUE;TRUE;FALSE;public;immutable type
java.lang.Character;EMOTICONS;UnicodeBlock;TRUE;TRUE;FALSE;public;immutable type
java.lang.Character;TIFINAGH;UnicodeBlock;TRUE;TRUE;FALSE;public;immutable type
java.lang.Character;CJK_UNIFIED_IDEOGRAPHS;UnicodeBlock;TRUE;TRUE;FALSE;public;immutable type
java.lang.Character;CAUCASIAN_ALBANIAN;UnicodeBlock;TRUE;TRUE;FALSE;public;immutable type
java.lang.Character;ANCIENT_GREEK_MUSICAL_NOTATION;UnicodeBlock;TRUE;TRUE;FALSE;public;immutable type
java.lang.Character;REJANG;UnicodeBlock;TRUE;TRUE;FALSE;public;immutable type
java.lang.Character;TANGUT_COMPONENTS;UnicodeBlock;TRUE;TRUE;FALSE;public;immutable type
java.lang.Character;BENGALI;UnicodeBlock;TRUE;TRUE;FALSE;public;immutable type
java.lang.Character;JAVANESE;UnicodeBlock;TRUE;TRUE;FALSE;public;immutable type
java.lang.Character;WARANG_CITI;UnicodeBlock;TRUE;TRUE;FALSE;public;immutable type
java.lang.Character;SMALL_FORM_VARIANTS;UnicodeBlock;TRUE;TRUE;FALSE;public;immutable type
java.lang.Character;BUGINESE;UnicodeBlock;TRUE;TRUE;FALSE;public;immutable type
java.lang.Character;GOTHIC;UnicodeBlock;TRUE;TRUE;FALSE;public;immutable type
java.lang.Character;MANICHAEAN;UnicodeBlock;TRUE;TRUE;FALSE;public;immutable type
java.lang.Character;NUMBER_FORMS;UnicodeBlock;TRUE;TRUE;FALSE;public;immutable type
java.lang.Character;SORA_SOMPENG;UnicodeBlock;TRUE;TRUE;FALSE;public;immutable type
java.lang.Character;HEBREW;UnicodeBlock;TRUE;TRUE;FALSE;public;immutable type
java.lang.Character;BATAK;UnicodeBlock;TRUE;TRUE;FALSE;public;immutable type
java.lang.Character;COMBINING_DIACRITICAL_MARKS_EXTENDED;UnicodeBlock;TRUE;TRUE;FALSE;public;immutable type
java.lang.Character;KATAKANA;UnicodeBlock;TRUE;TRUE;FALSE;public;immutable type
java.lang.Character;ETHIOPIC_SUPPLEMENT;UnicodeBlock;TRUE;TRUE;FALSE;public;immutable type
java.lang.Character;BUHID;UnicodeBlock;TRUE;TRUE;FALSE;public;immutable type
java.lang.Character;HANGUL_SYLLABLES;UnicodeBlock;TRUE;TRUE;FALSE;public;immutable type
java.lang.Character;ENCLOSED_ALPHANUMERICS;UnicodeBlock;TRUE;TRUE;FALSE;public;immutable type
java.lang.Character;MEROITIC_CURSIVE;UnicodeBlock;TRUE;TRUE;FALSE;public;immutable type
java.lang.Character;EGYPTIAN_HIEROGLYPHS;UnicodeBlock;TRUE;TRUE;FALSE;public;immutable type
java.lang.Character;CJK_UNIFIED_IDEOGRAPHS_EXTENSION_A;UnicodeBlock;TRUE;TRUE;FALSE;public;immutable type
java.lang.Character;LATIN_EXTENDED_B;UnicodeBlock;TRUE;TRUE;FALSE;public;immutable type
java.lang.Character;CJK_UNIFIED_IDEOGRAPHS_EXTENSION_E;UnicodeBlock;TRUE;TRUE;FALSE;public;immutable type
java.lang.Character;MISCELLANEOUS_MATHEMATICAL_SYMBOLS_A;UnicodeBlock;TRUE;TRUE;FALSE;public;immutable type
java.lang.Character;MISCELLANEOUS_MATHEMATICAL_SYMBOLS_B;UnicodeBlock;TRUE;TRUE;FALSE;public;immutable type
java.lang.Character;CJK_STROKES;UnicodeBlock;TRUE;TRUE;FALSE;public;immutable type
java.lang.Character;CYRILLIC_SUPPLEMENTARY;UnicodeBlock;TRUE;TRUE;FALSE;public;immutable type
java.lang.Character;HATRAN;UnicodeBlock;TRUE;TRUE;FALSE;public;immutable type
java.lang.Character;RUNIC;UnicodeBlock;TRUE;TRUE;FALSE;public;immutable type
java.lang.Character;NUSHU;UnicodeBlock;TRUE;TRUE;FALSE;public;immutable type
java.lang.Character;UGARITIC;UnicodeBlock;TRUE;TRUE;FALSE;public;immutable type
java.lang.Character;HIGH_SURROGATES;UnicodeBlock;TRUE;TRUE;FALSE;public;immutable type
java.lang.Character;OPTICAL_CHARACTER_RECOGNITION;UnicodeBlock;TRUE;TRUE;FALSE;public;immutable type
java.lang.Character;TRANSPORT_AND_MAP_SYMBOLS;UnicodeBlock;TRUE;TRUE;FALSE;public;immutable type
java.lang.Character;MRO;UnicodeBlock;TRUE;TRUE;FALSE;public;immutable type
java.lang.Character;LINEAR_B_IDEOGRAMS;UnicodeBlock;TRUE;TRUE;FALSE;public;immutable type
java.lang.Character;VAI;UnicodeBlock;TRUE;TRUE;FALSE;public;immutable type
java.lang.Character;SUPPLEMENTAL_ARROWS_C;UnicodeBlock;TRUE;TRUE;FALSE;public;immutable type
java.lang.Character;MODIFIER_TONE_LETTERS;UnicodeBlock;TRUE;TRUE;FALSE;public;immutable type
java.lang.Character;SOYOMBO;UnicodeBlock;TRUE;TRUE;FALSE;public;immutable type
java.lang.Character;IDEOGRAPHIC_DESCRIPTION_CHARACTERS;UnicodeBlock;TRUE;TRUE;FALSE;public;immutable type
java.lang.Character;ZANABAZAR_SQUARE;UnicodeBlock;TRUE;TRUE;FALSE;public;immutable type
java.lang.Character;LIMBU;UnicodeBlock;TRUE;TRUE;FALSE;public;immutable type
java.lang.Character;AVESTAN;UnicodeBlock;TRUE;TRUE;FALSE;public;immutable type
java.lang.Character;LAO;UnicodeBlock;TRUE;TRUE;FALSE;public;immutable type
java.lang.Character;SYRIAC;UnicodeBlock;TRUE;TRUE;FALSE;public;immutable type
java.lang.Character;GUJARATI;UnicodeBlock;TRUE;TRUE;FALSE;public;immutable type
java.lang.Character;ENCLOSED_IDEOGRAPHIC_SUPPLEMENT;UnicodeBlock;TRUE;TRUE;FALSE;public;immutable type
java.lang.Character;TAMIL;UnicodeBlock;TRUE;TRUE;FALSE;public;immutable type
java.lang.Character;MISCELLANEOUS_TECHNICAL;UnicodeBlock;TRUE;TRUE;FALSE;public;immutable type
java.lang.Character;LYDIAN;UnicodeBlock;TRUE;TRUE;FALSE;public;immutable type
java.lang.Character;GREEK;UnicodeBlock;TRUE;TRUE;FALSE;public;immutable type
java.lang.Character;ARABIC_SUPPLEMENT;UnicodeBlock;TRUE;TRUE;FALSE;public;immutable type
java.lang.Character;SUTTON_SIGNWRITING;UnicodeBlock;TRUE;TRUE;FALSE;public;immutable type
java.lang.Character;THAI;UnicodeBlock;TRUE;TRUE;FALSE;public;immutable type
java.lang.Character;SPECIALS;UnicodeBlock;TRUE;TRUE;FALSE;public;immutable type
java.lang.Character;LATIN_EXTENDED_A;UnicodeBlock;TRUE;TRUE;FALSE;public;immutable type
java.lang.Character;COMBINING_MARKS_FOR_SYMBOLS;UnicodeBlock;TRUE;TRUE;FALSE;public;immutable type
java.lang.Character;KANA_EXTENDED_A;UnicodeBlock;TRUE;TRUE;FALSE;public;immutable type
java.lang.Character;DEVANAGARI;UnicodeBlock;TRUE;TRUE;FALSE;public;immutable type
java.lang.Character;VEDIC_EXTENSIONS;UnicodeBlock;TRUE;TRUE;FALSE;public;immutable type
java.lang.Character;INSCRIPTIONAL_PAHLAVI;UnicodeBlock;TRUE;TRUE;FALSE;public;immutable type
java.lang.Character;SUNDANESE_SUPPLEMENT;UnicodeBlock;TRUE;TRUE;FALSE;public;immutable type
java.lang.Character;BOPOMOFO_EXTENDED;UnicodeBlock;TRUE;TRUE;FALSE;public;immutable type
java.lang.Character;ORNAMENTAL_DINGBATS;UnicodeBlock;TRUE;TRUE;FALSE;public;immutable type
java.lang.Character;HANGUL_JAMO_EXTENDED_A;UnicodeBlock;TRUE;TRUE;FALSE;public;immutable type
java.lang.Character;CHEROKEE;UnicodeBlock;TRUE;TRUE;FALSE;public;immutable type
java.lang.Character;ETHIOPIC_EXTENDED_A;UnicodeBlock;TRUE;TRUE;FALSE;public;immutable type
java.lang.Character;HANUNOO;UnicodeBlock;TRUE;TRUE;FALSE;public;immutable type
java.lang.Character;KHMER_SYMBOLS;UnicodeBlock;TRUE;TRUE;FALSE;public;immutable type
java.lang.Character;COPTIC_EPACT_NUMBERS;UnicodeBlock;TRUE;TRUE;FALSE;public;immutable type
java.lang.Character;SIDDHAM;UnicodeBlock;TRUE;TRUE;FALSE;public;immutable type
java.lang.Character;TANGUT;UnicodeBlock;TRUE;TRUE;FALSE;public;immutable type
java.lang.Character;OGHAM;UnicodeBlock;TRUE;TRUE;FALSE;public;immutable type
java.lang.Character;SURROGATES_AREA;UnicodeBlock;TRUE;TRUE;FALSE;public;immutable type
java.lang.Character;ENCLOSED_ALPHANUMERIC_SUPPLEMENT;UnicodeBlock;TRUE;TRUE;FALSE;public;immutable type
java.lang.Character;OLD_TURKIC;UnicodeBlock;TRUE;TRUE;FALSE;public;immutable type
java.lang.Character;MAHAJANI;UnicodeBlock;TRUE;TRUE;FALSE;public;immutable type
java.lang.Character;KANA_SUPPLEMENT;UnicodeBlock;TRUE;TRUE;FALSE;public;immutable type
java.lang.Character;LETTERLIKE_SYMBOLS;UnicodeBlock;TRUE;TRUE;FALSE;public;immutable type
java.lang.Character;KANNADA;UnicodeBlock;TRUE;TRUE;FALSE;public;immutable type
java.lang.Character;LATIN_EXTENDED_D;UnicodeBlock;TRUE;TRUE;FALSE;public;immutable type
java.lang.Character;CJK_UNIFIED_IDEOGRAPHS_EXTENSION_C;UnicodeBlock;TRUE;TRUE;FALSE;public;immutable type
java.lang.Character;ARMENIAN;UnicodeBlock;TRUE;TRUE;FALSE;public;immutable type
java.lang.Character;BOPOMOFO;UnicodeBlock;TRUE;TRUE;FALSE;public;immutable type
java.lang.Character;BRAHMI;UnicodeBlock;TRUE;TRUE;FALSE;public;immutable type
java.lang.Character;SUNDANESE;UnicodeBlock;TRUE;TRUE;FALSE;public;immutable type
java.lang.Character;GEOMETRIC_SHAPES;UnicodeBlock;TRUE;TRUE;FALSE;public;immutable type
java.lang.Character;NKO;UnicodeBlock;TRUE;TRUE;FALSE;public;immutable type
java.lang.Character;ANCIENT_GREEK_NUMBERS;UnicodeBlock;TRUE;TRUE;FALSE;public;immutable type
java.lang.Character;VARIATION_SELECTORS;UnicodeBlock;TRUE;TRUE;FALSE;public;immutable type
java.lang.Character;TIRHUTA;UnicodeBlock;TRUE;TRUE;FALSE;public;immutable type
java.lang.Character;ARABIC_PRESENTATION_FORMS_A;UnicodeBlock;TRUE;TRUE;FALSE;public;immutable type
java.lang.Character;LISU;UnicodeBlock;TRUE;TRUE;FALSE;public;immutable type
java.lang.Character;BAMUM;UnicodeBlock;TRUE;TRUE;FALSE;public;immutable type
java.lang.Character;CUNEIFORM;UnicodeBlock;TRUE;TRUE;FALSE;public;immutable type
java.lang.Character;TAI_THAM;UnicodeBlock;TRUE;TRUE;FALSE;public;immutable type
java.lang.Character;DOMINO_TILES;UnicodeBlock;TRUE;TRUE;FALSE;public;immutable type
java.lang.Character;MIAO;UnicodeBlock;TRUE;TRUE;FALSE;public;immutable type
java.lang.Character;BHAIKSUKI;UnicodeBlock;TRUE;TRUE;FALSE;public;immutable type
java.lang.Character;TAI_LE;UnicodeBlock;TRUE;TRUE;FALSE;public;immutable type
java.lang.Character;TAGS;UnicodeBlock;TRUE;TRUE;FALSE;public;immutable type
java.lang.Character;MONGOLIAN_SUPPLEMENT;UnicodeBlock;TRUE;TRUE;FALSE;public;immutable type
java.lang.Character;SHORTHAND_FORMAT_CONTROLS;UnicodeBlock;TRUE;TRUE;FALSE;public;immutable type
java.lang.Character;TAKRI;UnicodeBlock;TRUE;TRUE;FALSE;public;immutable type
java.lang.Character;CJK_COMPATIBILITY_IDEOGRAPHS_SUPPLEMENT;UnicodeBlock;TRUE;TRUE;FALSE;public;immutable type
java.lang.Character;SUPPLEMENTARY_PRIVATE_USE_AREA_B;UnicodeBlock;TRUE;TRUE;FALSE;public;immutable type
java.lang.Character;PHOENICIAN;UnicodeBlock;TRUE;TRUE;FALSE;public;immutable type
java.lang.Character;BASSA_VAH;UnicodeBlock;TRUE;TRUE;FALSE;public;immutable type
java.lang.Character;IDEOGRAPHIC_SYMBOLS_AND_PUNCTUATION;UnicodeBlock;TRUE;TRUE;FALSE;public;immutable type
java.lang.Character;DINGBATS;UnicodeBlock;TRUE;TRUE;FALSE;public;immutable type
java.lang.Character;PHONETIC_EXTENSIONS;UnicodeBlock;TRUE;TRUE;FALSE;public;immutable type
java.lang.Character;CJK_UNIFIED_IDEOGRAPHS_EXTENSION_F;UnicodeBlock;TRUE;TRUE;FALSE;public;immutable type
java.lang.Character;MEETEI_MAYEK_EXTENSIONS;UnicodeBlock;TRUE;TRUE;FALSE;public;immutable type
java.lang.Character;SINHALA;UnicodeBlock;TRUE;TRUE;FALSE;public;immutable type
java.lang.Character;SUPPLEMENTAL_ARROWS_A;UnicodeBlock;TRUE;TRUE;FALSE;public;immutable type
java.lang.Character;PSALTER_PAHLAVI;UnicodeBlock;TRUE;TRUE;FALSE;public;immutable type
java.lang.Character;COMBINING_DIACRITICAL_MARKS;UnicodeBlock;TRUE;TRUE;FALSE;public;immutable type
java.lang.Character;TAI_XUAN_JING_SYMBOLS;UnicodeBlock;TRUE;TRUE;FALSE;public;immutable type
java.lang.Character;MODI;UnicodeBlock;TRUE;TRUE;FALSE;public;immutable type
java.lang.Character;CUNEIFORM_NUMBERS_AND_PUNCTUATION;UnicodeBlock;TRUE;TRUE;FALSE;public;immutable type
java.lang.Character;CURRENCY_SYMBOLS;UnicodeBlock;TRUE;TRUE;FALSE;public;immutable type
java.lang.Character;ARROWS;UnicodeBlock;TRUE;TRUE;FALSE;public;immutable type
java.lang.Character;OLD_PERMIC;UnicodeBlock;TRUE;TRUE;FALSE;public;immutable type
java.lang.Character;THAANA;UnicodeBlock;TRUE;TRUE;FALSE;public;immutable type
java.lang.Character;MANDAIC;UnicodeBlock;TRUE;TRUE;FALSE;public;immutable type
java.lang.Character;MEETEI_MAYEK;UnicodeBlock;TRUE;TRUE;FALSE;public;immutable type
java.lang.Character;GEOMETRIC_SHAPES_EXTENDED;UnicodeBlock;TRUE;TRUE;FALSE;public;immutable type
java.lang.Character;SUPPLEMENTAL_SYMBOLS_AND_PICTOGRAPHS;UnicodeBlock;TRUE;TRUE;FALSE;public;immutable type
java.lang.Character;COMBINING_HALF_MARKS;UnicodeBlock;TRUE;TRUE;FALSE;public;immutable type
java.lang.Character;CJK_RADICALS_SUPPLEMENT;UnicodeBlock;TRUE;TRUE;FALSE;public;immutable type
java.lang.Character;ANATOLIAN_HIEROGLYPHS;UnicodeBlock;TRUE;TRUE;FALSE;public;immutable type
java.lang.Character;SUPPLEMENTAL_PUNCTUATION;UnicodeBlock;TRUE;TRUE;FALSE;public;immutable type
java.lang.Character;ELBASAN;UnicodeBlock;TRUE;TRUE;FALSE;public;immutable type
java.lang.Character;YI_RADICALS;UnicodeBlock;TRUE;TRUE;FALSE;public;immutable type
java.lang.Character;BOX_DRAWING;UnicodeBlock;TRUE;TRUE;FALSE;public;immutable type
java.lang.Character;VARIATION_SELECTORS_SUPPLEMENT;UnicodeBlock;TRUE;TRUE;FALSE;public;immutable type
java.lang.Character;COPTIC;UnicodeBlock;TRUE;TRUE;FALSE;public;immutable type
java.lang.Character;PRIVATE_USE_AREA;UnicodeBlock;TRUE;TRUE;FALSE;public;immutable type
java.lang.Character;LEPCHA;UnicodeBlock;TRUE;TRUE;FALSE;public;immutable type
java.lang.Character;LINEAR_B_SYLLABARY;UnicodeBlock;TRUE;TRUE;FALSE;public;immutable type
java.lang.Character;ARABIC_PRESENTATION_FORMS_B;UnicodeBlock;TRUE;TRUE;FALSE;public;immutable type
java.lang.Character;PHAISTOS_DISC;UnicodeBlock;TRUE;TRUE;FALSE;public;immutable type
java.lang.Character;MENDE_KIKAKUI;UnicodeBlock;TRUE;TRUE;FALSE;public;immutable type
java.lang.Character;PHONETIC_EXTENSIONS_SUPPLEMENT;UnicodeBlock;TRUE;TRUE;FALSE;public;immutable type
java.lang.Character;OSAGE;UnicodeBlock;TRUE;TRUE;FALSE;public;immutable type
java.lang.Character;ALCHEMICAL_SYMBOLS;UnicodeBlock;TRUE;TRUE;FALSE;public;immutable type
java.lang.Character;CJK_UNIFIED_IDEOGRAPHS_EXTENSION_B;UnicodeBlock;TRUE;TRUE;FALSE;public;immutable type
java.lang.Character;NEWA;UnicodeBlock;TRUE;TRUE;FALSE;public;immutable type
java.lang.Character;CJK_COMPATIBILITY_IDEOGRAPHS;UnicodeBlock;TRUE;TRUE;FALSE;public;immutable type
java.lang.Character;MISCELLANEOUS_SYMBOLS_AND_PICTOGRAPHS;UnicodeBlock;TRUE;TRUE;FALSE;public;immutable type
java.lang.Character;TAI_VIET;UnicodeBlock;TRUE;TRUE;FALSE;public;immutable type
java.lang.Character;SYRIAC_SUPPLEMENT;UnicodeBlock;TRUE;TRUE;FALSE;public;immutable type
java.lang.Character;UNIFIED_CANADIAN_ABORIGINAL_SYLLABICS;UnicodeBlock;TRUE;TRUE;FALSE;public;immutable type
java.lang.Character;CARIAN;UnicodeBlock;TRUE;TRUE;FALSE;public;immutable type
java.lang.Character;GREEK_EXTENDED;UnicodeBlock;TRUE;TRUE;FALSE;public;immutable type
java.lang.Character;MULTANI;UnicodeBlock;TRUE;TRUE;FALSE;public;immutable type
java.lang.Character;GEORGIAN;UnicodeBlock;TRUE;TRUE;FALSE;public;immutable type
java.lang.Character;PAU_CIN_HAU;UnicodeBlock;TRUE;TRUE;FALSE;public;immutable type
java.lang.Character;COMMON_INDIC_NUMBER_FORMS;UnicodeBlock;TRUE;TRUE;FALSE;public;immutable type
java.lang.Character;MALAYALAM;UnicodeBlock;TRUE;TRUE;FALSE;public;immutable type
java.lang.Character;ARABIC_MATHEMATICAL_ALPHABETIC_SYMBOLS;UnicodeBlock;TRUE;TRUE;FALSE;public;immutable type
java.lang.Character;ENCLOSED_CJK_LETTERS_AND_MONTHS;UnicodeBlock;TRUE;TRUE;FALSE;public;immutable type
java.lang.Character;CYPRIOT_SYLLABARY;UnicodeBlock;TRUE;TRUE;FALSE;public;immutable type
java.lang.Character;ARABIC_EXTENDED_A;UnicodeBlock;TRUE;TRUE;FALSE;public;immutable type
java.lang.Character;ANCIENT_SYMBOLS;UnicodeBlock;TRUE;TRUE;FALSE;public;immutable type
java.lang.Character;INSCRIPTIONAL_PARTHIAN;UnicodeBlock;TRUE;TRUE;FALSE;public;immutable type
java.lang.Character;MATHEMATICAL_ALPHANUMERIC_SYMBOLS;UnicodeBlock;TRUE;TRUE;FALSE;public;immutable type
java.lang.Character;YIJING_HEXAGRAM_SYMBOLS;UnicodeBlock;TRUE;TRUE;FALSE;public;immutable type
java.lang.Character;LOW_SURROGATES;UnicodeBlock;TRUE;TRUE;FALSE;public;immutable type
java.lang.Character;GLAGOLITIC;UnicodeBlock;TRUE;TRUE;FALSE;public;immutable type
java.lang.Character;LATIN_EXTENDED_C;UnicodeBlock;TRUE;TRUE;FALSE;public;immutable type
java.lang.Character;TELUGU;UnicodeBlock;TRUE;TRUE;FALSE;public;immutable type
java.lang.Character;OSMANYA;UnicodeBlock;TRUE;TRUE;FALSE;public;immutable type
java.lang.Character;SUPPLEMENTAL_MATHEMATICAL_OPERATORS;UnicodeBlock;TRUE;TRUE;FALSE;public;immutable type
java.lang.Character;KANBUN;UnicodeBlock;TRUE;TRUE;FALSE;public;immutable type
java.lang.Character;GURMUKHI;UnicodeBlock;TRUE;TRUE;FALSE;public;immutable type
java.lang.Character;COUNTING_ROD_NUMERALS;UnicodeBlock;TRUE;TRUE;FALSE;public;immutable type
java.lang.Character;MARCHEN;UnicodeBlock;TRUE;TRUE;FALSE;public;immutable type
java.lang.Character;SAMARITAN;UnicodeBlock;TRUE;TRUE;FALSE;public;immutable type
java.lang.Character;CYRILLIC_EXTENDED_B;UnicodeBlock;TRUE;TRUE;FALSE;public;immutable type
java.lang.Character;OLD_SOUTH_ARABIAN;UnicodeBlock;TRUE;TRUE;FALSE;public;immutable type
java.lang.Character;TIBETAN;UnicodeBlock;TRUE;TRUE;FALSE;public;immutable type
java.lang.Character;TAGALOG;UnicodeBlock;TRUE;TRUE;FALSE;public;immutable type
java.lang.Character;EARLY_DYNASTIC_CUNEIFORM;UnicodeBlock;TRUE;TRUE;FALSE;public;immutable type
java.lang.Character;SAURASHTRA;UnicodeBlock;TRUE;TRUE;FALSE;public;immutable type
java.lang.Character;PHAGS_PA;UnicodeBlock;TRUE;TRUE;FALSE;public;immutable type
java.lang.Character;CJK_COMPATIBILITY;UnicodeBlock;TRUE;TRUE;FALSE;public;immutable type
java.lang.Character;CHAKMA;UnicodeBlock;TRUE;TRUE;FALSE;public;immutable type
java.lang.Character;MONGOLIAN;UnicodeBlock;TRUE;TRUE;FALSE;public;immutable type
java.lang.Character;HANGUL_JAMO;UnicodeBlock;TRUE;TRUE;FALSE;public;immutable type
java.lang.Character;OL_CHIKI;UnicodeBlock;TRUE;TRUE;FALSE;public;immutable type
java.lang.Character;NABATAEAN;UnicodeBlock;TRUE;TRUE;FALSE;public;immutable type
java.lang.Character;LYCIAN;UnicodeBlock;TRUE;TRUE;FALSE;public;immutable type
java.lang.Character;HANGUL_JAMO_EXTENDED_B;UnicodeBlock;TRUE;TRUE;FALSE;public;immutable type
java.lang.Character;ADLAM;UnicodeBlock;TRUE;TRUE;FALSE;public;immutable type
