Owner;Name;Type;Static;Final;Array;Access;Note
java.lang.Thread;inheritedAccessControlContext;AccessControlContext;FALSE;FALSE;FALSE;private;
jdk.internal.loader.URLClassPath;acc;AccessControlContext;FALSE;TRUE;FALSE;private;
java.security.AccessControlContext;parent;AccessControlContext;FALSE;FALSE;FALSE;private;
jdk.internal.misc.InnocuousThread;ACC;AccessControlContext;TRUE;TRUE;FALSE;private;never returned
java.security.AccessControlContext;privilegedContext;AccessControlContext;FALSE;FALSE;FALSE;private;
java.lang.invoke.VarHandle;at;AccessType;FALSE;TRUE;FALSE;package;
java.lang.Class;annotationData;AnnotationData;FALSE;FALSE;FALSE;private;
java.lang.Class;annotationType;AnnotationType;FALSE;FALSE;FALSE;private;
jdk.internal.loader.ClassLoaders;APP_LOADER;AppClassLoader;TRUE;TRUE;FALSE;private;modifier methods inaccessible from outside
jdk.internal.loader.URLClassPath;unopenedUrls;ArrayDeque<URL>;FALSE;TRUE;FALSE;private;
jdk.internal.loader.URLClassPath;loaders;ArrayList<Loader>;FALSE;TRUE;FALSE;private;
jdk.internal.loader.URLClassPath;path;ArrayList<URL>;FALSE;TRUE;FALSE;private;
java.lang.invoke.MutableCallSite;STORE_BARRIER;AtomicInteger;TRUE;TRUE;FALSE;private;never returned
jdk.internal.misc.InnocuousThread;threadNumber;AtomicInteger;TRUE;TRUE;FALSE;private;never returned
java.lang.ThreadLocal;nextHashCode;AtomicInteger;TRUE;FALSE;FALSE;private;never returned
java.util.jar.Manifest;attr;Attributes;FALSE;TRUE;FALSE;private;
java.util.Locale;baseLocale;BaseLocale;FALSE;FALSE;FALSE;private;
java.lang.invoke.VarHandle;AIOOBE_SUPPLIER;BiFunction<String,List<Integer>,ArrayIndexOutOfBoundsException>;TRUE;TRUE;FALSE;package;immutable value
java.io.OutputStream;closed;boolean;FALSE;FALSE;FALSE;private;
java.io.ObjectStreamField;unshared;boolean;FALSE;TRUE;FALSE;private;
java.lang.SecurityManager;packageDefinitionValid;boolean;TRUE;FALSE;FALSE;private;immutable type
jdk.internal.loader.URLClassPath;DEBUG;boolean;TRUE;TRUE;FALSE;private;immutable type
java.lang.reflect.Executable;hasRealParameterData;boolean;FALSE;FALSE;FALSE;private;
java.security.AccessControlContext;isPrivileged;boolean;FALSE;FALSE;FALSE;private;
java.nio.ByteBuffer;nativeByteOrder;boolean;FALSE;FALSE;FALSE;package;
java.lang.module.ModuleDescriptor;strict;boolean;FALSE;TRUE;FALSE;package;
jdk.internal.misc.VM;pageAlignDirectMemory;boolean;TRUE;FALSE;FALSE;private;immutable type
jdk.internal.loader.URLClassPath;DISABLE_ACC_CHECKING;boolean;TRUE;TRUE;FALSE;private;immutable type
java.lang.module.ModuleDescriptor;open;boolean;FALSE;TRUE;FALSE;private;
java.io.PrintStream;autoFlush;boolean;FALSE;TRUE;FALSE;private;
java.lang.Thread;stillborn;boolean;FALSE;FALSE;FALSE;private;
sun.launcher.LauncherHelper;isCharsetSupported;boolean;TRUE;FALSE;FALSE;private;immutable type
java.lang.reflect.AccessibleObject;override;boolean;FALSE;FALSE;FALSE;package;
java.lang.reflect.AccessibleObject;printStackPropertiesSet;boolean;TRUE;FALSE;FALSE;private;immutable type
java.io.InputStream;closed;boolean;FALSE;FALSE;FALSE;private;
java.nio.ByteBuffer;bigEndian;boolean;FALSE;FALSE;FALSE;package;
java.io.FileOutputStream;closed;boolean;FALSE;FALSE;FALSE;private;
java.util.Collections;hasNext;boolean;FALSE;FALSE;FALSE;private;
java.lang.Boolean;value;boolean;FALSE;TRUE;FALSE;private;
jdk.internal.loader.URLClassPath;DISABLE_JAR_CHECKING;boolean;TRUE;TRUE;FALSE;private;immutable type
java.util.LinkedHashMap;accessOrder;boolean;FALSE;TRUE;FALSE;package;
java.io.FileDescriptor;closed;boolean;FALSE;FALSE;FALSE;private;
jdk.internal.misc.InnocuousThread;hasRun;boolean;FALSE;FALSE;FALSE;private;
java.security.AccessControlContext;isLimited;boolean;FALSE;FALSE;FALSE;private;
jdk.internal.reflect.ReflectionFactory;noInflation;boolean;TRUE;FALSE;FALSE;private;immutable type
java.security.AccessControlContext;isWrapped;boolean;FALSE;FALSE;FALSE;private;
java.security.Permissions;hasUnresolved;boolean;FALSE;FALSE;FALSE;private;
jdk.internal.module.IllegalAccessLogger;complete;boolean;FALSE;FALSE;FALSE;private;
java.security.PermissionCollection;readOnly;boolean;FALSE;FALSE;FALSE;private;
java.lang.Boolean;FALSE;Boolean;TRUE;TRUE;FALSE;public;immutable type
jdk.internal.loader.URLClassPath;DISABLE_CP_URL_CHECK;boolean;TRUE;TRUE;FALSE;private;immutable type
java.lang.module.ModuleDescriptor;automatic;boolean;FALSE;TRUE;FALSE;package;
sun.security.util.LazyCodeSourcePermissionCollection;permissionAdded;boolean;FALSE;FALSE;FALSE;private;
java.security.BasicPermission;wildcard;boolean;FALSE;FALSE;FALSE;private;
java.lang.ThreadGroup;destroyed;boolean;FALSE;FALSE;FALSE;package;
sun.nio.cs.StreamEncoder;closed;boolean;FALSE;FALSE;FALSE;private;
java.lang.StackWalker;retainClassRef;boolean;FALSE;TRUE;FALSE;package;
java.nio.ByteBuffer;isReadOnly;boolean;FALSE;FALSE;FALSE;package;
java.lang.SecurityManager;packageAccessValid;boolean;TRUE;FALSE;FALSE;private;immutable type
java.lang.ref.Reference;processPendingActive;boolean;TRUE;FALSE;FALSE;private;immutable type
sun.nio.cs.StandardCharsets;initialized;boolean;FALSE;FALSE;FALSE;private;
java.security.ProtectionDomain;filePermCompatInPD;boolean;TRUE;TRUE;FALSE;private;immutable type
java.security.BasicPermission;exitVM;boolean;FALSE;FALSE;FALSE;private;
java.lang.reflect.AccessibleObject;printStackWhenAccessFails;boolean;TRUE;FALSE;FALSE;private;immutable type
sun.nio.cs.SingleByte;isASCIICompatible;boolean;FALSE;TRUE;FALSE;private;
jdk.internal.reflect.ReflectionFactory;disableSerialConstructorChecks;boolean;TRUE;FALSE;FALSE;private;immutable type
java.io.FileDescriptor;append;boolean;FALSE;FALSE;FALSE;private;
java.io.PrintStream;closing;boolean;FALSE;FALSE;FALSE;private;
java.security.ProtectionDomain;hasAllPerm;boolean;FALSE;FALSE;FALSE;private;
java.io.FilterOutputStream;closed;boolean;FALSE;FALSE;FALSE;private;
jdk.internal.reflect.ReflectionFactory;initted;boolean;TRUE;FALSE;FALSE;private;immutable type
jdk.internal.misc.Unsafe;unalignedAccess;boolean;TRUE;TRUE;FALSE;private;immutable type
jdk.internal.module.SystemModuleFinders;USE_FAST_PATH;boolean;TRUE;TRUE;FALSE;private;immutable type
java.lang.ClassLoader;defaultAssertionStatus;boolean;FALSE;FALSE;FALSE;private;
sun.nio.cs.SingleByte;isASCIICompatible;boolean;FALSE;TRUE;FALSE;private;
java.io.Writer;closed;boolean;FALSE;FALSE;FALSE;private;
java.lang.Boolean;TRUE;Boolean;TRUE;TRUE;FALSE;public;immutable type
java.io.FileInputStream;closed;boolean;FALSE;FALSE;FALSE;private;
java.lang.module.ModuleDescriptor;automatic;boolean;FALSE;TRUE;FALSE;private;
java.security.AccessControlContext;debugInit;boolean;TRUE;FALSE;FALSE;private;immutable type
sun.nio.cs.StreamEncoder;haveLeftoverChar;boolean;FALSE;FALSE;FALSE;private;
java.security.ProtectionDomain;staticPermissions;boolean;FALSE;TRUE;FALSE;private;
java.lang.Thread;daemon;boolean;FALSE;FALSE;FALSE;private;
java.lang.ThreadGroup;daemon;boolean;FALSE;FALSE;FALSE;package;
java.io.PrintStream;trouble;boolean;FALSE;FALSE;FALSE;private;
jdk.internal.misc.Unsafe;BE;boolean;TRUE;TRUE;FALSE;private;immutable type
java.security.SecureClassLoader;initialized;boolean;FALSE;TRUE;FALSE;private;
java.lang.String;COMPACT_STRINGS;boolean;TRUE;TRUE;FALSE;package;immutable type
jdk.internal.loader.URLClassPath;closed;boolean;FALSE;FALSE;FALSE;private;
java.lang.module.ModuleDescriptor;open;boolean;FALSE;TRUE;FALSE;package;
java.security.AccessControlContext;isAuthorized;boolean;FALSE;FALSE;FALSE;private;
sun.launcher.LauncherHelper;trace;boolean;TRUE;TRUE;FALSE;package;immutable type
java.lang.SecurityManager;initialized;boolean;FALSE;FALSE;FALSE;private;
java.lang.invoke.ConstantCallSite;isFrozen;boolean;FALSE;TRUE;FALSE;private;
jdk.internal.loader.URLClassPath;DEBUG_CP_URL_CHECK;boolean;TRUE;TRUE;FALSE;private;immutable type
jdk.internal.loader.ClassLoaders;BOOT_LOADER;BootClassLoader;TRUE;TRUE;FALSE;private;modifier methods inaccessible from outside
java.io.PrintStream;textOut;BufferedWriter;FALSE;FALSE;FALSE;private;
jdk.internal.loader.BuiltinClassLoader;parent;BuiltinClassLoader;FALSE;TRUE;FALSE;private;
java.lang.Character;DIRECTIONALITY_POP_DIRECTIONAL_FORMAT;byte;TRUE;TRUE;FALSE;public;immutable type
java.lang.Character;LETTER_NUMBER;byte;TRUE;TRUE;FALSE;public;immutable type
java.lang.Character;DIRECTIONALITY_SEGMENT_SEPARATOR;byte;TRUE;TRUE;FALSE;public;immutable type
java.lang.Character;DIRECTIONALITY_LEFT_TO_RIGHT;byte;TRUE;TRUE;FALSE;public;immutable type
java.lang.Character;FORMAT;byte;TRUE;TRUE;FALSE;public;immutable type
java.lang.Character;SURROGATE;byte;TRUE;TRUE;FALSE;public;immutable type
java.lang.Character;FINAL_QUOTE_PUNCTUATION;byte;TRUE;TRUE;FALSE;public;immutable type
java.lang.Character;DIRECTIONALITY_LEFT_TO_RIGHT_ISOLATE;byte;TRUE;TRUE;FALSE;public;immutable type
java.lang.String;LATIN1;byte;TRUE;TRUE;FALSE;package;immutable type
java.lang.Character;DIRECTIONALITY_COMMON_NUMBER_SEPARATOR;byte;TRUE;TRUE;FALSE;public;immutable type
java.lang.Character;DIRECTIONALITY_POP_DIRECTIONAL_ISOLATE;byte;TRUE;TRUE;FALSE;public;immutable type
java.lang.Character;UPPERCASE_LETTER;byte;TRUE;TRUE;FALSE;public;immutable type
java.lang.Character;PARAGRAPH_SEPARATOR;byte;TRUE;TRUE;FALSE;public;immutable type
java.lang.Byte;MAX_VALUE;byte;TRUE;TRUE;FALSE;public;immutable type
sun.nio.cs.SingleByte;repl;byte;FALSE;FALSE;FALSE;private;
java.lang.Character;OTHER_NUMBER;byte;TRUE;TRUE;FALSE;public;immutable type
java.lang.Character;DIRECTIONALITY_BOUNDARY_NEUTRAL;byte;TRUE;TRUE;FALSE;public;immutable type
java.lang.Character;PRIVATE_USE;byte;TRUE;TRUE;FALSE;public;immutable type
java.lang.String;UTF16;byte;TRUE;TRUE;FALSE;package;immutable type
java.lang.Character;DIRECTIONALITY_RIGHT_TO_LEFT_ARABIC;byte;TRUE;TRUE;FALSE;public;immutable type
java.lang.Character;DECIMAL_DIGIT_NUMBER;byte;TRUE;TRUE;FALSE;public;immutable type
java.lang.Character;ENCLOSING_MARK;byte;TRUE;TRUE;FALSE;public;immutable type
java.lang.Character;DIRECTIONALITY_UNDEFINED;byte;TRUE;TRUE;FALSE;public;immutable type
java.lang.Character;OTHER_SYMBOL;byte;TRUE;TRUE;FALSE;public;immutable type
java.lang.invoke.MethodHandle;customizationCount;byte;FALSE;FALSE;FALSE;package;
java.lang.Character;DIRECTIONALITY_EUROPEAN_NUMBER;byte;TRUE;TRUE;FALSE;public;immutable type
java.lang.Character;NON_SPACING_MARK;byte;TRUE;TRUE;FALSE;public;immutable type
java.lang.Character;DIRECTIONALITY_WHITESPACE;byte;TRUE;TRUE;FALSE;public;immutable type
java.lang.Character;COMBINING_SPACING_MARK;byte;TRUE;TRUE;FALSE;public;immutable type
java.lang.Character;DIRECTIONALITY_LEFT_TO_RIGHT_OVERRIDE;byte;TRUE;TRUE;FALSE;public;immutable type
java.lang.Character;END_PUNCTUATION;byte;TRUE;TRUE;FALSE;public;immutable type
java.lang.String;coder;byte;FALSE;TRUE;FALSE;private;
java.lang.Character;UNASSIGNED;byte;TRUE;TRUE;FALSE;public;immutable type
java.lang.Character;DIRECTIONALITY_NONSPACING_MARK;byte;TRUE;TRUE;FALSE;public;immutable type
java.lang.Character;DIRECTIONALITY_RIGHT_TO_LEFT_ISOLATE;byte;TRUE;TRUE;FALSE;public;immutable type
java.lang.Character;DIRECTIONALITY_ARABIC_NUMBER;byte;TRUE;TRUE;FALSE;public;immutable type
java.lang.Character;DIRECTIONALITY_EUROPEAN_NUMBER_TERMINATOR;byte;TRUE;TRUE;FALSE;public;immutable type
java.lang.Character;LINE_SEPARATOR;byte;TRUE;TRUE;FALSE;public;immutable type
java.lang.Character;DIRECTIONALITY_PARAGRAPH_SEPARATOR;byte;TRUE;TRUE;FALSE;public;immutable type
java.lang.Character;DIRECTIONALITY_LEFT_TO_RIGHT_EMBEDDING;byte;TRUE;TRUE;FALSE;public;immutable type
java.lang.Character;CONTROL;byte;TRUE;TRUE;FALSE;public;immutable type
java.lang.StackTraceElement;format;byte;FALSE;FALSE;FALSE;private;
java.lang.Character;OTHER_PUNCTUATION;byte;TRUE;TRUE;FALSE;public;immutable type
java.lang.StackTraceElement;JDK_NON_UPGRADEABLE_MODULE;byte;TRUE;TRUE;FALSE;private;immutable type
java.lang.Character;INITIAL_QUOTE_PUNCTUATION;byte;TRUE;TRUE;FALSE;public;immutable type
java.lang.Character;DIRECTIONALITY_EUROPEAN_NUMBER_SEPARATOR;byte;TRUE;TRUE;FALSE;public;immutable type
java.lang.Character;START_PUNCTUATION;byte;TRUE;TRUE;FALSE;public;immutable type
java.lang.Character;DIRECTIONALITY_RIGHT_TO_LEFT_EMBEDDING;byte;TRUE;TRUE;FALSE;public;immutable type
java.lang.Character;DIRECTIONALITY_OTHER_NEUTRALS;byte;TRUE;TRUE;FALSE;public;immutable type
java.lang.Character;DASH_PUNCTUATION;byte;TRUE;TRUE;FALSE;public;immutable type
java.lang.Character;CONNECTOR_PUNCTUATION;byte;TRUE;TRUE;FALSE;public;immutable type
java.lang.Character;LOWERCASE_LETTER;byte;TRUE;TRUE;FALSE;public;immutable type
java.lang.Character;MATH_SYMBOL;byte;TRUE;TRUE;FALSE;public;immutable type
java.lang.Character;DIRECTIONALITY_RIGHT_TO_LEFT;byte;TRUE;TRUE;FALSE;public;immutable type
java.lang.StackTraceElement;BUILTIN_CLASS_LOADER;byte;TRUE;TRUE;FALSE;private;immutable type
java.lang.Character;CURRENCY_SYMBOL;byte;TRUE;TRUE;FALSE;public;immutable type
java.lang.Byte;value;byte;FALSE;TRUE;FALSE;private;
java.lang.Byte;MIN_VALUE;byte;TRUE;TRUE;FALSE;public;immutable type
java.lang.Character;SPACE_SEPARATOR;byte;TRUE;TRUE;FALSE;public;immutable type
java.lang.Character;MODIFIER_SYMBOL;byte;TRUE;TRUE;FALSE;public;immutable type
java.lang.Character;TITLECASE_LETTER;byte;TRUE;TRUE;FALSE;public;immutable type
java.lang.Character;DIRECTIONALITY_FIRST_STRONG_ISOLATE;byte;TRUE;TRUE;FALSE;public;immutable type
java.lang.Character;OTHER_LETTER;byte;TRUE;TRUE;FALSE;public;immutable type
java.lang.Character;DIRECTIONALITY_RIGHT_TO_LEFT_OVERRIDE;byte;TRUE;TRUE;FALSE;public;immutable type
java.lang.Character;MODIFIER_LETTER;byte;TRUE;TRUE;FALSE;public;immutable type
java.io.BufferedOutputStream;buf;byte[];FALSE;FALSE;TRUE;protected;
java.lang.reflect.Constructor;annotations;byte[];FALSE;FALSE;TRUE;private;
java.lang.reflect.Method;parameterAnnotations;byte[];FALSE;FALSE;TRUE;private;
jdk.internal.module.ModuleReferenceImpl;cachedHash;byte[];FALSE;FALSE;TRUE;private;
java.io.BufferedInputStream;buf;byte[];FALSE;FALSE;TRUE;protected;
java.lang.reflect.Method;annotationDefault;byte[];FALSE;FALSE;TRUE;private;
java.lang.reflect.Field;annotations;byte[];FALSE;FALSE;TRUE;private;
java.io.ByteArrayInputStream;buf;byte[];FALSE;FALSE;TRUE;protected;
java.lang.reflect.Method;annotations;byte[];FALSE;FALSE;TRUE;private;
java.lang.String;value;byte[];FALSE;TRUE;TRUE;private;
java.nio.ByteBuffer;hb;byte[];FALSE;TRUE;TRUE;package;
java.nio.charset.CharsetEncoder;replacement;byte[];FALSE;FALSE;TRUE;private;
java.lang.Integer;DigitOnes;byte[];TRUE;TRUE;TRUE;package;never returned
java.lang.reflect.Constructor;parameterAnnotations;byte[];FALSE;FALSE;TRUE;private;
java.lang.Integer;DigitTens;byte[];TRUE;TRUE;TRUE;package;never returned
sun.nio.cs.StreamEncoder;bb;ByteBuffer;FALSE;FALSE;FALSE;private;
java.nio.ByteOrder;NATIVE_ORDER;ByteOrder;TRUE;TRUE;FALSE;private;immutable type
java.nio.ByteOrder;LITTLE_ENDIAN;ByteOrder;TRUE;TRUE;FALSE;public;immutable type
java.nio.ByteOrder;BIG_ENDIAN;ByteOrder;TRUE;TRUE;FALSE;public;immutable type
sun.util.locale.BaseLocale;CACHE;Cache;TRUE;TRUE;FALSE;private;reference never returned, components immutable
java.util.Locale;LOCALECACHE;Cache;TRUE;TRUE;FALSE;private;reference never returned, components immutable
sun.util.locale.InternalLocaleBuilder;PRIVATEUSE_KEY;CaseInsensitiveChar;TRUE;TRUE;FALSE;private;immutable type
java.lang.ClassLoader;nocerts;Certificate[];TRUE;TRUE;TRUE;private;never returned
java.security.CodeSource;factory;CertificateFactory;FALSE;FALSE;FALSE;private;
java.lang.Character;MAX_SURROGATE;char;TRUE;TRUE;FALSE;public;immutable type
java.lang.Character;MIN_SURROGATE;char;TRUE;TRUE;FALSE;public;immutable type
java.lang.Character;value;char;FALSE;TRUE;FALSE;private;
java.lang.Character;MIN_HIGH_SURROGATE;char;TRUE;TRUE;FALSE;public;immutable type
sun.nio.cs.StreamEncoder;leftoverChar;char;FALSE;FALSE;FALSE;private;
sun.nio.cs.SingleByte;repl;char;FALSE;FALSE;FALSE;private;
java.io.File;separatorChar;char;TRUE;TRUE;FALSE;public;immutable type
java.util.Locale;UNICODE_LOCALE_EXTENSION;char;TRUE;TRUE;FALSE;public;immutable type
java.lang.Character;MAX_VALUE;char;TRUE;TRUE;FALSE;public;immutable type
java.util.Locale;PRIVATE_USE_EXTENSION;char;TRUE;TRUE;FALSE;public;immutable type
java.lang.Character;MIN_LOW_SURROGATE;char;TRUE;TRUE;FALSE;public;immutable type
java.io.File;pathSeparatorChar;char;TRUE;TRUE;FALSE;public;immutable type
java.lang.Character;MIN_VALUE;char;TRUE;TRUE;FALSE;public;immutable type
java.lang.Character;MAX_LOW_SURROGATE;char;TRUE;TRUE;FALSE;public;immutable type
java.lang.Character;MAX_HIGH_SURROGATE;char;TRUE;TRUE;FALSE;public;immutable type
sun.nio.cs.SingleByte;c2bIndex;char[];FALSE;TRUE;TRUE;private;
java.net.URI;hexDigits;char[];TRUE;TRUE;TRUE;private;never returned
sun.nio.cs.IBM437;b2c;char[];TRUE;TRUE;TRUE;private;never returned
java.lang.Integer;digits;char[];TRUE;TRUE;TRUE;package;never returned
sun.nio.cs.IBM437;c2b;char[];TRUE;TRUE;TRUE;private;never returned
java.io.Writer;writeBuffer;char[];FALSE;FALSE;TRUE;private;
sun.nio.cs.MS1252;c2bIndex;char[];TRUE;TRUE;TRUE;private;never returned
sun.net.www.ParseUtil;hexDigits;char[];TRUE;TRUE;TRUE;private;never returned
sun.nio.cs.MS1252;c2b;char[];TRUE;TRUE;TRUE;private;never returned
sun.nio.cs.IBM437;c2bIndex;char[];TRUE;TRUE;TRUE;private;never returned
sun.nio.cs.MS1252;b2c;char[];TRUE;TRUE;TRUE;private;never returned
sun.security.util.Debug;hexDigits;char[];TRUE;TRUE;TRUE;private;never returned
sun.net.util.IPAddressUtil;OTHERS;char[];TRUE;TRUE;TRUE;private;never returned
sun.nio.cs.SingleByte;c2b;char[];FALSE;TRUE;TRUE;private;
sun.nio.cs.SingleByte;b2c;char[];FALSE;TRUE;TRUE;private;
java.util.Properties;hexDigit;char[];TRUE;TRUE;TRUE;private;never returned
java.io.BufferedWriter;cb;char[];FALSE;FALSE;TRUE;private;
sun.nio.cs.StreamEncoder;lcb;CharBuffer;FALSE;FALSE;FALSE;private;
java.nio.charset.CharsetEncoder;charset;Charset;FALSE;TRUE;FALSE;private;
java.nio.charset.CharsetDecoder;charset;Charset;FALSE;TRUE;FALSE;private;
java.nio.charset.StandardCharsets;UTF_8;Charset;TRUE;TRUE;FALSE;public;immutable type
sun.nio.cs.StreamEncoder;cs;Charset;FALSE;FALSE;FALSE;private;
java.nio.charset.StandardCharsets;ISO_8859_1;Charset;TRUE;TRUE;FALSE;public;immutable type
java.nio.charset.StandardCharsets;UTF_16LE;Charset;TRUE;TRUE;FALSE;public;immutable type
java.nio.charset.StandardCharsets;UTF_16;Charset;TRUE;TRUE;FALSE;public;immutable type
java.nio.charset.StandardCharsets;UTF_16BE;Charset;TRUE;TRUE;FALSE;public;immutable type
java.nio.charset.StandardCharsets;US_ASCII;Charset;TRUE;TRUE;FALSE;public;immutable type
java.nio.charset.Charset;defaultCharset;Charset;TRUE;FALSE;FALSE;private;immutable type
sun.nio.cs.StreamEncoder;encoder;CharsetEncoder;FALSE;FALSE;FALSE;private;
java.nio.charset.Charset;standardProvider;CharsetProvider;TRUE;TRUE;FALSE;private;never returned
java.nio.charset.Charset;next;CharsetProvider;FALSE;FALSE;FALSE;package;
java.lang.reflect.Method;clazz;Class<?>;FALSE;FALSE;FALSE;private;
java.lang.StackTraceElement;declaringClassObject;Class<?>;FALSE;FALSE;FALSE;private;
java.io.ObjectStreamField;type;Class<?>;FALSE;TRUE;FALSE;private;
sun.launcher.LauncherHelper;appClass;Class<?>;TRUE;FALSE;FALSE;private;immutable type
java.lang.reflect.Method;returnType;Class<?>;FALSE;FALSE;FALSE;private;
java.lang.invoke.MethodType;rtype;Class<?>;FALSE;TRUE;FALSE;private;
java.lang.reflect.Field;clazz;Class<?>;FALSE;FALSE;FALSE;private;
java.lang.Class;componentType;Class<?>;FALSE;TRUE;FALSE;private;
java.lang.Module;moduleInfoClass;Class<?>;FALSE;FALSE;FALSE;private;
java.lang.reflect.Field;type;Class<?>;FALSE;FALSE;FALSE;private;
java.lang.reflect.Parameter;parameterClassCache;Class<?>;FALSE;FALSE;FALSE;private;
java.lang.Package;packageInfo;Class<?>;FALSE;FALSE;FALSE;private;
java.lang.Class;newInstanceCallerCache;Class<?>;FALSE;FALSE;FALSE;private;
java.lang.invoke.MethodType;METHOD_HANDLE_ARRAY;Class<?>[];TRUE;TRUE;TRUE;private;never returned
java.security.UnresolvedPermission;PARAMS0;Class<?>[];TRUE;TRUE;TRUE;private;zero sized final array
java.lang.Class;EMPTY_CLASS_ARRAY;Class<?>[];TRUE;TRUE;TRUE;private;zero sized final array
java.lang.reflect.Constructor;exceptionTypes;Class<?>[];FALSE;FALSE;TRUE;private;
java.lang.invoke.MethodType;NO_PTYPES;Class<?>[];TRUE;TRUE;TRUE;package;zero sized final array
java.lang.reflect.Method;exceptionTypes;Class<?>[];FALSE;FALSE;TRUE;private;
java.security.UnresolvedPermission;PARAMS1;Class<?>[];TRUE;TRUE;TRUE;private;never returned
java.security.UnresolvedPermission;PARAMS2;Class<?>[];TRUE;TRUE;TRUE;private;never returned
java.lang.reflect.Constructor;parameterTypes;Class<?>[];FALSE;FALSE;TRUE;private;
java.lang.invoke.MethodType;ptypes;Class<?>[];FALSE;TRUE;TRUE;private;
java.lang.reflect.Method;parameterTypes;Class<?>[];FALSE;FALSE;TRUE;private;
java.lang.Boolean;TYPE;Class<Boolean>;TRUE;TRUE;FALSE;public;immutable type
java.lang.Byte;TYPE;Class<Byte>;TRUE;TRUE;FALSE;public;immutable type
java.lang.Character;TYPE;Class<Character>;TRUE;TRUE;FALSE;public;immutable type
java.lang.Double;TYPE;Class<Double>;TRUE;TRUE;FALSE;public;immutable type
java.lang.Float;TYPE;Class<Float>;TRUE;TRUE;FALSE;public;immutable type
java.lang.Integer;TYPE;Class<Integer>;TRUE;TRUE;FALSE;public;immutable type
java.lang.Long;TYPE;Class<Long>;TRUE;TRUE;FALSE;public;immutable type
java.lang.Short;TYPE;Class<Short>;TRUE;TRUE;FALSE;public;immutable type
java.lang.reflect.Constructor;clazz;Class<T>;FALSE;FALSE;FALSE;private;
java.lang.Void;TYPE;Class<Void>;TRUE;TRUE;FALSE;public;immutable type
java.lang.Class;classLoader;ClassLoader;FALSE;TRUE;FALSE;private;
java.lang.Thread;contextClassLoader;ClassLoader;FALSE;FALSE;FALSE;private;
java.security.ProtectionDomain;classloader;ClassLoader;FALSE;FALSE;FALSE;private;
java.lang.ClassLoader;parent;ClassLoader;FALSE;TRUE;FALSE;private;
java.nio.charset.Charset;cl;ClassLoader;FALSE;FALSE;FALSE;package;
java.lang.ClassLoader;scl;ClassLoader;TRUE;FALSE;FALSE;private;"requires RuntimePermission(""getClassLoader"")"
java.lang.Module;loader;ClassLoader;FALSE;TRUE;FALSE;private;
java.net.URL;cl;ClassLoader;FALSE;FALSE;FALSE;package;
java.lang.ModuleLayer;CLV;ClassLoaderValue<List<ModuleLayer>>;TRUE;TRUE;FALSE;private;never returned
jdk.internal.module.ServicesCatalog;CLV;ClassLoaderValue<ServicesCatalog>;TRUE;TRUE;FALSE;private;modifier methods inaccessible from outside
java.lang.Class;genericInfo;ClassRepository;FALSE;FALSE;FALSE;private;
java.lang.Class;classValueMap;ClassValue.ClassValueMap;FALSE;FALSE;FALSE;package;
jdk.internal.ref.Cleaner;first;Cleaner;TRUE;FALSE;FALSE;private;never returned
jdk.internal.ref.Cleaner;next;Cleaner;FALSE;FALSE;FALSE;private;
jdk.internal.ref.Cleaner;prev;Cleaner;FALSE;FALSE;FALSE;private;
jdk.internal.ref.CleanerFactory;commonCleaner;Cleaner;TRUE;TRUE;FALSE;private;immutable value
java.lang.ref.Cleaner;impl;CleanerImpl;FALSE;TRUE;FALSE;package;
java.io.FileDescriptor;parent;Closeable;FALSE;FALSE;FALSE;private;
java.security.CodeSource;signers;CodeSigner[];FALSE;FALSE;TRUE;private;
sun.security.util.LazyCodeSourcePermissionCollection;cs;CodeSource;FALSE;TRUE;FALSE;private;
java.security.ProtectionDomain;codesource;CodeSource;FALSE;FALSE;FALSE;private;
java.nio.charset.CodingErrorAction;REPORT;CodingErrorAction;TRUE;TRUE;FALSE;public;immutable type
java.nio.charset.CharsetDecoder;malformedInputAction;CodingErrorAction;FALSE;FALSE;FALSE;private;
java.nio.charset.CharsetEncoder;unmappableCharacterAction;CodingErrorAction;FALSE;FALSE;FALSE;private;
java.nio.charset.CharsetEncoder;malformedInputAction;CodingErrorAction;FALSE;FALSE;FALSE;private;
java.nio.charset.CharsetDecoder;unmappableCharacterAction;CodingErrorAction;FALSE;FALSE;FALSE;private;
java.nio.charset.CodingErrorAction;IGNORE;CodingErrorAction;TRUE;TRUE;FALSE;public;immutable type
java.nio.charset.CodingErrorAction;REPLACE;CodingErrorAction;TRUE;TRUE;FALSE;public;immutable type
java.util.AbstractMap;values;Collection<V>;FALSE;FALSE;FALSE;package;
java.util.Hashtable;values;Collection<V>;FALSE;FALSE;FALSE;private;
java.lang.String;CASE_INSENSITIVE_ORDER;Comparator<String>;TRUE;TRUE;FALSE;public;immutable type
java.lang.ClassLoader;classLoaderValueMap;ConcurrentHashMap<?,?>;FALSE;FALSE;FALSE;private;
jdk.internal.loader.BootLoader;CLASS_LOADER_VALUE_MAP;ConcurrentHashMap<?,?>;TRUE;TRUE;FALSE;private;inaccessible from external modules
java.security.Permissions;permsMap;ConcurrentHashMap<Class<?>,PermissionCollection>;FALSE;FALSE;FALSE;private;
java.util.Properties;map;ConcurrentHashMap<Object,Object>;FALSE;FALSE;FALSE;private;
