Owner;Name;Type;Final;Mutability;Array;Access
sun.nio.cs.GB18030;innerDecoderIndex4;java.lang.String;true;immutable;false;private
java.net.InetAddress;IPv4;int;true;immutable;false;package
java.lang.invoke.MethodTypeForm;LF_DELEGATE;int;true;immutable;false;package
com.sun.java.util.jar.pack.DriverResource_ja;WRITE_PACK_FILE;java.lang.String;true;immutable;false;public
sun.nio.cs.GB18030;innerEncoderIndex4;java.lang.String;true;immutable;false;private
java.lang.RuntimePermission;serialVersionUID;long;true;immutable;false;private
java.nio.channels.IllegalChannelGroupException;serialVersionUID;long;true;immutable;false;private
java.nio.DirectCharBufferS;UNALIGNED;boolean;true;immutable;false;package
java.util.concurrent.ConcurrentHashMap$ValuesView;serialVersionUID;long;true;immutable;false;private
sun.net.www.http.ChunkedInputStream;STATE_READING_CHUNK;int;true;immutable;false;package
java.util.Properties;serialVersionUID;long;true;immutable;false;private
java.lang.invoke.MemberName;ALL_KINDS;int;true;immutable;false;package
java.util.Scanner;BUFFER_SIZE;int;true;immutable;false;private
java.util.TimerTask;CANCELLED;int;true;immutable;false;package
java.net.URI;L_ESCAPED;long;true;immutable;false;private
sun.nio.cs.GB18030;innerIndex0;java.lang.String;true;immutable;false;private
java.nio.DirectCharBufferS;$assertionsDisabled;boolean;true;immutable;false;package
sun.security.util.LazyCodeSourcePermissionCollection;serialVersionUID;long;true;immutable;false;private
sun.net.ftp.FtpLoginException;serialVersionUID;long;true;immutable;false;private
java.lang.ArrayIndexOutOfBoundsException;serialVersionUID;long;true;immutable;false;private
java.nio.HeapCharBuffer;$assertionsDisabled;boolean;true;immutable;false;package
java.util.AbstractMap$SimpleEntry;serialVersionUID;long;true;immutable;false;private
java.lang.Long;SIZE;int;true;immutable;false;public
java.lang.LiveStackFrameInfo;MODE_COMPILED;int;true;immutable;false;private
java.lang.Class;ENUM;int;true;immutable;false;private
java.net.MalformedURLException;serialVersionUID;long;true;immutable;false;private
java.lang.Character;$assertionsDisabled;boolean;true;immutable;false;package
java.lang.invoke.DirectMethodHandle;NF_LIMIT;byte;true;immutable;false;package
java.lang.invoke.MethodTypeForm;LF_GWC;int;true;immutable;false;package
java.lang.invoke.MethodTypeForm;LF_LOOP;int;true;immutable;false;package
