Owner;Name;Type;Final;Mutability;Array;Access
sun.net.www.protocol.http.AuthScheme;DIGEST;sun.net.www.protocol.http.AuthScheme;true;unknown;false;public
sun.security.x509.AlgorithmId;RSASSA_PSS_oid;sun.security.util.ObjectIdentifier;true;unknown;false;public
javax.net.ssl.SSLEngineResult$HandshakeStatus;NEED_UNWRAP;javax.net.ssl.SSLEngineResult$HandshakeStatus;true;unknown;false;public
java.lang.Thread$State;WAITING;java.lang.Thread$State;true;unknown;false;public
sun.net.ftp.FtpReplyCode;EXCEEDED_STORAGE;sun.net.ftp.FtpReplyCode;true;unknown;false;public
java.time.ZoneOffset;MIN;java.time.ZoneOffset;true;unknown;false;public
java.util.Locale;CANADA_FRENCH;java.util.Locale;true;unknown;false;public
java.lang.Character;TYPE;java.lang.Class<java.lang.Character>;true;unknown;false;public
java.time.zone.ZoneOffsetTransitionRule$TimeDefinition;STANDARD;java.time.zone.ZoneOffsetTransitionRule$TimeDefinition;true;unknown;false;public
java.lang.Double;TYPE;java.lang.Class<java.lang.Double>;true;unknown;false;public
java.lang.invoke.VarHandle$AccessMode;GET;java.lang.invoke.VarHandle$AccessMode;true;unknown;false;public
java.time.format.DateTimeFormatter;ISO_ZONED_DATE_TIME;java.time.format.DateTimeFormatter;true;unknown;false;public
java.math.RoundingMode;DOWN;java.math.RoundingMode;true;unknown;false;public
sun.security.x509.AlgorithmId;md5WithRSAEncryption_oid;sun.security.util.ObjectIdentifier;true;unknown;false;public
sun.security.provider.certpath.ResponderId$Type;BY_KEY;sun.security.provider.certpath.ResponderId$Type;true;unknown;false;public
java.lang.invoke.VarHandle$AccessMode;COMPARE_AND_EXCHANGE_RELEASE;java.lang.invoke.VarHandle$AccessMode;true;unknown;false;public
java.lang.invoke.VarHandle$AccessMode;SET_VOLATILE;java.lang.invoke.VarHandle$AccessMode;true;unknown;false;public
sun.security.x509.AccessDescription;Ad_CAREPOSITORY_Id;sun.security.util.ObjectIdentifier;true;unknown;false;public
java.util.Locale;CHINESE;java.util.Locale;true;unknown;false;public
java.time.format.ResolverStyle;SMART;java.time.format.ResolverStyle;true;unknown;false;public
java.lang.System;in;java.io.InputStream;true;unknown;false;public
sun.net.ftp.FtpReplyCode;NEED_ACCOUNT_FOR_STORING;sun.net.ftp.FtpReplyCode;true;unknown;false;public
sun.net.ftp.FtpReplyCode;SERVICE_NOT_AVAILABLE;sun.net.ftp.FtpReplyCode;true;unknown;false;public
sun.net.www.protocol.http.AuthScheme;KERBEROS;sun.net.www.protocol.http.AuthScheme;true;unknown;false;public
java.time.temporal.ChronoField;ALIGNED_DAY_OF_WEEK_IN_MONTH;java.time.temporal.ChronoField;true;unknown;false;public
java.time.format.DateTimeFormatter;ISO_OFFSET_DATE;java.time.format.DateTimeFormatter;true;unknown;false;public
