Owner;Name;Type
java.lang.invoke.MethodHandleImpl$Intrinsic;SELECT_ALTERNATIVE;java.lang.invoke.MethodHandleImpl$Intrinsic
java.lang.invoke.LambdaForm$Kind;GET_BOOLEAN_VOLATILE;java.lang.invoke.LambdaForm$Kind
java.net.InetAddress;impl;java.net.InetAddressImpl
java.lang.invoke.LambdaForm$Kind;GET_BOOLEAN;java.lang.invoke.LambdaForm$Kind
java.lang.invoke.LambdaForm$Kind;DIRECT_INVOKE_SPECIAL;java.lang.invoke.LambdaForm$Kind
java.lang.invoke.LambdaForm$Kind;GET_SHORT;java.lang.invoke.LambdaForm$Kind
java.lang.invoke.LambdaForm$Kind;PUT_LONG_VOLATILE;java.lang.invoke.LambdaForm$Kind
java.lang.invoke.LambdaForm$NamedFunction;INVOKER_METHOD_TYPE;java.lang.invoke.MethodType
java.lang.invoke.LambdaForm$Kind;GENERIC_INVOKER;java.lang.invoke.LambdaForm$Kind
java.lang.invoke.LambdaForm$Kind;GET_BYTE_VOLATILE;java.lang.invoke.LambdaForm$Kind
java.lang.invoke.LambdaForm$Kind;DIRECT_INVOKE_STATIC_INIT;java.lang.invoke.LambdaForm$Kind
java.lang.invoke.BoundMethodHandle;SPECIALIZER;java.lang.invoke.BoundMethodHandle$Specializer
java.lang.invoke.LambdaForm$Kind;DIRECT_INVOKE_SPECIAL_IFC;java.lang.invoke.LambdaForm$Kind
java.lang.invoke.BoundMethodHandle$Specializer;BMH_TRANSFORMS;java.util.List<java.lang.invoke.MemberName>
java.lang.invoke.LambdaForm$BasicType;L_TYPE;java.lang.invoke.LambdaForm$BasicType
